genres;main_genre;;;
jazz puertorriqueno;Jazz;;;
norwegian gospel;Utility;;;
kolkata indie;Pop;;;
quebec death metal;Heavy Metal;;;
orquesta tipica;Latin American music;;;
surinamese pop;Pop;;;
rva indie;Pop;;;
drill dominicano;Rap and Hip-Hop;;;
funky breaks;R&B;;;
gypsy fusion;Jazz;;;
american melodeath;Heavy Metal;;;
hard minimal techno;Dance Music, Techno and House;;;
musica lombarda;Utility;;;
belgian metal;Heavy Metal;;;
sanfona;Jazz;;;
italian new wave;Rock;;;
psychedelic folk rock;Rock;;;
polish jazz;Jazz;;;
bisaya rap;Rap and Hip-Hop;;;
chicano punk;Rock;;;
cologne electronic;Dance Music, Techno and House;;;
kansai indie;Pop;;;
nordic classical piano;Classical;;;
folk black metal;Heavy Metal;;;
fake;Not_assignable;;;
finnish doom metal;Heavy Metal;;;
psychedelic blues-rock;Rock;;;
slavic metal;Heavy Metal;;;
power thrash;Heavy Metal;;;
tech trance;Dance Music, Techno and House;;;
quebec punk;Rock;;;
atmospheric sludge;Heavy Metal;;;
texas hardcore;Rock;;;
new orleans americana;Not_assignable;;;
italian ska;Reggae;;;
afro drill;Rap and Hip-Hop;;;
german dark minimal techno;Dance Music, Techno and House;;;
winnipeg hip hop;Rap and Hip-Hop;;;
ecuadorian alternative rock;Rock;;;
swedish hardcore;Rock;;;
milwaukee hip hop;Rap and Hip-Hop;;;
indie veneto;Pop;;;
didgeridoo;Not_assignable;;;
indie folk italiano;Folk;;;
wassoulou;Utility;;;
ryukyu ongaku;Utility;;;
jig and reel;Folk;;;
neurostep;Dance Music, Techno and House;;;
deep contemporary country;Country;;;
punk rock italiano;Rock;;;
street punk espanol;Rock;;;
musica hondurena;Latin American music;;;
cartoni animati;Not_assignable;;;
traditional soul;R&B;;;
experimental indie;Not_assignable;;;
canadian indigenous hip hop;Rap and Hip-Hop;;;
bahamian pop;Pop;;;
irish rebel song;Folk;;;
maine indie;Pop;;;
afro psych;Rock;;;
panpipe;Not_assignable;;;
accordeon;Not_assignable;;;
música pitiusa;Not_assignable;;;
musikkorps;Classical;;;
kannada pop;Pop;;;
cork indie;Pop;;;
slushwave;Pop;;;
lldm;Not_assignable;;;
israeli techno;Dance Music, Techno and House;;;
american romanticism;Classical;;;
faroese pop;Pop;;;
hindustani instrumental;Utility;;;
singaporean hip hop;Rap and Hip-Hop;;;
canadian garage rock;Rock;;;
dutch blues;Jazz;;;
japanese boom bap;Rap and Hip-Hop;;;
neo-psicodelia brasileira;Rock;;;
disney polska;Not_assignable;;;
sefardi;Utility;;;
northern irish punk;Rock;;;
cameroonian pop;Pop;;;
bay area hip hop;Rap and Hip-Hop;;;
abstract idm;Dance Music, Techno and House;;;
nitzhonot;Dance Music, Techno and House;;;
mpb gospel;Utility;;;
bangladeshi hip hop;Rap and Hip-Hop;;;
lancaster pa indie;Pop;;;
jazz catala;Jazz;;;
shamisen;Not_assignable;;;
experimental club;Dance Music, Techno and House;;;
instrumental progressive metal;Heavy Metal;;;
chinese soundtrack;Not_assignable;;;
belarusian punk;Rock;;;
nordnorsk rap;Rap and Hip-Hop;;;
finnish drill;Rap and Hip-Hop;;;
techno rave;Dance Music, Techno and House;;;
norwegian alternative rock;Rock;;;
detske pisnicky;Not_assignable;;;
hmong pop;Pop;;;
lancashire indie;Pop;;;
jazz violin;Jazz;;;
magyar retro dance;Dance Music, Techno and House;;;
greek psychedelic rock;Rock;;;
nordic contemporary classical;Classical;;;
experimental techno;Dance Music, Techno and House;;;
edinburgh indie;Pop;;;
british experimental;Not_assignable;;;
musica michoacana;Latin American music;;;
belgian new wave;Rock;;;
punk melodico chileno;Rock;;;
classical cello;Classical;;;
punta;Latin American music;;;
dutch jazz;Jazz;;;
pinoy edm;Dance Music, Techno and House;;;
hengelliset laulut;Utility;;;
antilliaanse rap;Rap and Hip-Hop;;;
nz metal;Heavy Metal;;;
brazilian dnb;Dance Music, Techno and House;;;
derby indie;Pop;;;
dc indie;Pop;;;
therapy;Not_assignable;;;
french classical piano;Classical;;;
vegan straight edge;Rock;;;
grunge pop;Pop;;;
gamecore;Not_assignable;;;
lafayette indie;Pop;;;
rap tico;Rap and Hip-Hop;;;
orquestas de galicia;Not_assignable;;;
marimba de guatemala;Not_assignable;;;
technical melodic death metal;Heavy Metal;;;
skramz;Rock;;;
punta rock;Rock;;;
traditional scottish folk;Folk;;;
greek guitar;Not_assignable;;;
tamil worship;Utility;;;
string band;Not_assignable;;;
northeast indian indie;Pop;;;
german dnb;Dance Music, Techno and House;;;
african electronic;Dance Music, Techno and House;;;
shoegaze brasileiro;Rock;;;
hindustani vocal;Utility;;;
french garage rock;Rock;;;
maluku pop;Pop;;;
zydeco;Jazz;;;
cleveland indie;Pop;;;
leipzig indie;Pop;;;
trot;Utility;;;
musica evangelica instrumental;Utility;;;
malaysian punk;Rock;;;
indonesian punk;Rock;;;
ambient black metal;Heavy Metal;;;
yakuza;Not_assignable;;;
belgian jazz;Jazz;;;
nz gangsta rap;Rap and Hip-Hop;;;
uk stoner rock;Rock;;;
muzika l'yeladim;Not_assignable;;;
kamen rider;Not_assignable;;;
dronescape;Downtempo and Ambient;;;
industrial techno;Dance Music, Techno and House;;;
canadian death metal;Heavy Metal;;;
chattanooga indie;Pop;;;
essex indie;Pop;;;
neo kyma;Rock;;;
dancehall guyanaise;Reggae;;;
eritrean pop;Pop;;;
country boogie;Rock;;;
language;Not_assignable;;;
synthwave brasileiro;Dance Music, Techno and House;;;
mgp;Pop;;;
east anglia indie;Pop;;;
trad quebecois;Not_assignable;;;
brazilian indie rock;Rock;;;
sitar;Not_assignable;;;
uwielbienie;Not_assignable;;;
yugoslav new wave;Rock;;;
zambian hip hop;Rap and Hip-Hop;;;
lezginka;Utility;;;
musica paranaense;Utility;;;
experimental guitar;Not_assignable;;;
japanese idm;Dance Music, Techno and House;;;
singaporean electronic;Dance Music, Techno and House;;;
argentine hardcore;Rock;;;
lebanese indie;Pop;;;
lo star;Not_assignable;;;
martial industrial;Industrial and Gothic;;;
austro-german modernism;Classical;;;
canadian psychedelic;Rock;;;
uma musume;Not_assignable;;;
german black metal;Heavy Metal;;;
czsk reggae;Reggae;;;
tassie indie;Pop;;;
west virginia indie;Pop;;;
punk tuga;Rock;;;
french post-punk;Rock;;;
muzica copii;Not_assignable;;;
musica portuguesa contemporanea;Utility;;;
deep dance pop;Pop;;;
brazilian techno;Dance Music, Techno and House;;;
swedish prog;Rock;;;
canadian comedy;Not_assignable;;;
fijian pop;Pop;;;
precure;Not_assignable;;;
euskal indie;Pop;;;
guitarra clasica;Not_assignable;;;
indie rock colombiano;Rock;;;
technical black metal;Heavy Metal;;;
classical soprano;Classical;;;
greek rock;Rock;;;
czech indie;Pop;;;
wyoming indie;Pop;;;
english renaissance;Classical;;;
hungarian indie;Pop;;;
kurdish rock;Rock;;;
sambass;Latin American music;;;
boogie;Jazz;;;
ny roots;Not_assignable;;;
canadian post-punk;Rock;;;
denver metal;Heavy Metal;;;
rock tico;Rock;;;
acid trance;Dance Music, Techno and House;;;
ghanaian gospel;Utility;;;
luxembourgian indie;Pop;;;
atmospheric post-metal;Heavy Metal;;;
neo-pagan;Utility;;;
south african r&b;R&B;;;
panamanian rock;Rock;;;
musique pour enfant quebecois;Not_assignable;;;
metal gotico;Heavy Metal;;;
modern psychedelic folk;Folk;;;
noel quebecois;Utility;;;
japanese worship;Utility;;;
classic nepali pop;Pop;;;
turkish classical performance;Classical;;;
chinese indie pop;Pop;;;
latino comedy;Not_assignable;;;
arkansas indie;Pop;;;
junior songfestival;Not_assignable;;;
salsa cristiana;Latin American music;;;
zim urban groove;Jazz;;;
minneapolis metal;Heavy Metal;;;
musica baiana;Not_assignable;;;
uppsala indie;Pop;;;
kalmar indie;Pop;;;
belgian electronic;Dance Music, Techno and House;;;
doomcore;Dance Music, Techno and House;;;
maskandi;Folk;;;
deep german indie;Pop;;;
odia pop;Pop;;;
bagpipe;Not_assignable;;;
cornetas y tambores;Not_assignable;;;
russian old school hip hop;Rap and Hip-Hop;;;
chinese classical piano;Classical;;;
adoracion pentecostal;Utility;;;
dancehall colombiano;Reggae;;;
hardcore punk espanol;Rock;;;
israeli folk;Folk;;;
hungarian techno;Dance Music, Techno and House;;;
maine hip hop;Rap and Hip-Hop;;;
danish black metal;Heavy Metal;;;
minneapolis punk;Rock;;;
baptist gospel;Utility;;;
ghettotech;Dance Music, Techno and House;;;
gospel italiano;Utility;;;
scottish hip hop;Rap and Hip-Hop;;;
indie napoletano;Pop;;;
muzica etno;Folk;;;
mongolian pop;Pop;;;
bagpipe marching band;Utility;;;
iowa hip hop;Utility;;;
tamil devotional;Not_assignable;;;
pinoy metal;Heavy Metal;;;
italian jazz fusion;Jazz;;;
dark ambient;Downtempo and Ambient;;;
gospel singers;Utility;;;
polish contemporary classical;Classical;;;
chaabi marocain;Utility;;;
calgary indie;Pop;;;
korean soundtrack;Not_assignable;;;
pei indie;Pop;;;
zurich indie;Pop;;;
deep metalcore;Heavy Metal;;;
swedish psychedelic rock;Rock;;;
isle of wight indie;Pop;;;
german electronica;Dance Music, Techno and House;;;
street band;Not_assignable;;;
vlaamse cabaret;Not_assignable;;;
romanian folk;Folk;;;
indonesian hardcore;Rock;;;
puglia indie;Pop;;;
electronica peruana;Dance Music, Techno and House;;;
light music;Classical;;;
dreampunk;Rock;;;
singaporean indie;Pop;;;
cosmic black metal;Heavy Metal;;;
cabaret;Not_assignable;;;
musica potiguar;Not_assignable;;;
cuento infantile;Not_assignable;;;
kelowna bc indie;Pop;;;
forest psy;Dance Music, Techno and House;;;
atlantic canada hip hop;Rap and Hip-Hop;;;
sesame street;Not_assignable;;;
tamazight;Utility;;;
ruta destroy;Not_assignable;;;
8-bit;Dance Music, Techno and House;;;
uk noise rock;Rock;;;
italian post punk;Rock;;;
noise punk;Rock;;;
mumbai indie;Pop;;;
lithuanian rock;Rock;;;
celtic harp;Classical;;;
turkce trap metal;Heavy Metal;;;
japanese psychedelic rock;Rock;;;
spanish classical;Classical;;;
disney svenska;Not_assignable;;;
italian folk;Folk;;;
cornwall indie;Pop;;;
crack rock steady;Rock;;;
guidance;Not_assignable;;;
german melodeath;Heavy Metal;;;
classical harp;Classical;;;
zambian pop;Pop;;;
ragtime;Jazz;;;
australian experimental;Not_assignable;;;
pittsburgh metal;Heavy Metal;;;
uruguayan indie;Pop;;;
atmospheric post-rock;Rock;;;
swiss alternative rock;Rock;;;
indie cristao;Pop;;;
sierra leonean pop;Pop;;;
humppa;Pop;;;
deep brazilian pop;Pop;;;
second line;Not_assignable;;;
black death;Heavy Metal;;;
atmospheric doom;Heavy Metal;;;
ney;Not_assignable;;;
jazz venezolano;Jazz;;;
indonesian post-hardcore;Rock;;;
sega mauricien;Utility;;;
indian underground rap;Rap and Hip-Hop;;;
euskal metal;Heavy Metal;;;
norwegian prog;Rock;;;
corsican folk;Folk;;;
madrigal;Folk;;;
magyar mulatos;Not_assignable;;;
albany ny indie;Pop;;;
finnish soul;R&B;;;
galego;Utility;;;
deep psychobilly;Rock;;;
cavernous death metal;Heavy Metal;;;
contemporary folk;Folk;;;
psychedelic space rock;Rock;;;
american choir;Not_assignable;;;
barnalog;Not_assignable;;;
new england metal;Heavy Metal;;;
tango cancion;Latin American music;;;
progressive alternative;Rock;;;
icelandic post-punk;Rock;;;
swiss singer-songwriter;Not_assignable;;;
london on indie;Pop;;;
trinidadian reggae;Reggae;;;
deep happy hardcore;Dance Music, Techno and House;;;
south african deep house;Dance Music, Techno and House;;;
lund indie;Pop;;;
funeral doom;Heavy Metal;;;
austin rock;Rock;;;
tijuana indie;Pop;;;
orthodox chant;Utility;;;
metal colombiano;Heavy Metal;;;
navajo;Utility;;;
wisconsin indie;Pop;;;
mindfulness;Not_assignable;;;
rap chretien;Rap and Hip-Hop;;;
french dnb;Dance Music, Techno and House;;;
cybergrind;Heavy Metal;;;
guitarra argentina;Not_assignable;;;
ukrainian metal;Heavy Metal;;;
finnish idol pop;Pop;;;
musique acadienne;Not_assignable;;;
afrobeat fusion;R&B;;;
canadian psychedelic rock;Rock;;;
taiwan instrumental;Utility;;;
classical trumpet;Classical;;;
classic danish rock;Rock;;;
modern jangle pop;Pop;;;
finnish progressive metal;Heavy Metal;;;
gundam;Not_assignable;;;
indie singer-songwriter;Pop;;;
punk galego;Rock;;;
experimental psych;Rock;;;
bangladeshi rock;Rock;;;
vintage chanson;Pop;;;
musica eletronica brasileira;Dance Music, Techno and House;;;
german street punk;Rock;;;
khayal;Utility;;;
serbian electronic;Dance Music, Techno and House;;;
serialism;Classical;;;
manitoba country;Country;;;
vintage cantonese pop;Pop;;;
old school hard trance;Dance Music, Techno and House;;;
cantaditas;Not_assignable;;;
turkish post-punk;Rock;;;
pakistani rock;Rock;;;
german stoner rock;Rock;;;
montana indie;Pop;;;
south african country;Country;;;
german literature;Not_assignable;;;
canadian experimental;Not_assignable;;;
garage punk blues;Jazz;;;
deep east coast hip hop;Rap and Hip-Hop;;;
mallet;Not_assignable;;;
canadian post-rock;Rock;;;
western saharan folk;Folk;;;
somali pop;Pop;;;
stuttgart indie;Pop;;;
pop catracho;Pop;;;
piano house;Dance Music, Techno and House;;;
malayalam hip hop;Rap and Hip-Hop;;;
macedonian folk;Folk;;;
bolivian rock;Rock;;;
trio batak;Pop;;;
caucasian classical;Classical;;;
hip hop boliviano;Rap and Hip-Hop;;;
telugu devotional;Not_assignable;;;
milwaukee indie;Pop;;;
vinahouse;Dance Music, Techno and House;;;
lagu sasak;Not_assignable;;;
breton folk;Folk;;;
native american hip hop;Rap and Hip-Hop;;;
musique tahitienne;Utility;;;
swedish blues;Jazz;;;
macedonian pop;Pop;;;
early music choir;Classical;;;
kenyan hip hop;Rap and Hip-Hop;;;
dark psytrance;Dance Music, Techno and House;;;
chinese instrumental;Utility;;;
lawrence ks indie;Pop;;;
deep neofolk;Folk;;;
chinese folk;Folk;;;
australian blues;Jazz;;;
birdsong;Not_assignable;;;
russian romance;Not_assignable;;;
estonian rock;Rock;;;
spanish jazz;Jazz;;;
xhosa;Not_assignable;;;
bahai;Utility;;;
gothic post-punk;Rock;;;
post-disco soul;R&B;;;
russian experimental electronic;Dance Music, Techno and House;;;
folklore cuyano;Utility;;;
telugu indie;Pop;;;
experimental synth;Dance Music, Techno and House;;;
massage;Not_assignable;;;
pahadi pop;Pop;;;
sevilla indie;Pop;;;
japanese bedroom pop;Pop;;;
deep funk ostentacao;R&B;;;
modern big band;Jazz;;;
indian jazz;Jazz;;;
japanese girl punk;Rock;;;
koligeet;Folk;;;
italian post-hardcore;Rock;;;
cambodian pop;Pop;;;
komedi;Not_assignable;;;
ilocano pop;Pop;;;
japanese traditional;Utility;;;
super sentai;Not_assignable;;;
powwow;Not_assignable;;;
rajasthani pop;Pop;;;
virginia indie;Pop;;;
fan chant;Utility;;;
medieval;Classical;;;
swedish underground rap;Rap and Hip-Hop;;;
nijisanji;Not_assignable;;;
russian folk metal;Heavy Metal;;;
finlandssvenska musik;Utility;;;
circus;Not_assignable;;;
detske pesnicky;Not_assignable;;;
uilleann pipes;Not_assignable;;;
cancoes infantis;Not_assignable;;;
kansas indie;Pop;;;
punk colombiano;Rock;;;
candomble;Utility;;;
rock goiano;Rock;;;
jazz flute;Jazz;;;
dresden indie;Pop;;;
early american folk;Folk;;;
southeast asian post-rock;Rock;;;
capoeira;Utility;;;
pre-war blues;Jazz;;;
trap cristiano;Rap and Hip-Hop;;;
indorock;Rock;;;
marathi devotional;Utility;;;
rock campineiro;Rock;;;
musica valenciana;Utility;;;
indie tico;Pop;;;
bansuri;Not_assignable;;;
solomon islands pop;Pop;;;
swedish post-hardcore;Rock;;;
lagu bali;Not_assignable;;;
indonesian death metal;Heavy Metal;;;
finnish electro;Dance Music, Techno and House;;;
swedish post-punk;Rock;;;
friese muziek;Pop;;;
vintage italian pop;Pop;;;
chinese classical performance;Classical;;;
ukrainian experimental;Not_assignable;;;
experimental indie rock;Rock;;;
musica mallorquina;Not_assignable;;;
musica goiana;Not_assignable;;;
memphis indie;Pop;;;
faroese indie;Pop;;;
neo metal;Heavy Metal;;;
violao classico;Classical;;;
semarang indie;Pop;;;
drill tuga;Rap and Hip-Hop;;;
blues mexicano;Jazz;;;
west yorkshire indie;Pop;;;
epic doom;Heavy Metal;;;
austrian black metal;Heavy Metal;;;
baltic post-punk;Rock;;;
russian post-rock;Rock;;;
vapor house;Dance Music, Techno and House;;;
german classical piano;Classical;;;
folklore veracruzano;Utility;;;
house argentino;Dance Music, Techno and House;;;
vintage broadway;Not_assignable;;;
lagu sabahan;Not_assignable;;;
surinamese hip hop;Rap and Hip-Hop;;;
goralski;Not_assignable;;;
bossa nova jazz;Jazz;;;
galician folk;Folk;;;
son cubano clasico;Utility;;;
deep folk metal;Heavy Metal;;;
fo jing;Not_assignable;;;
northeast indian hip hop;Rap and Hip-Hop;;;
bomba;Latin American music;;;
rogaland indie;Pop;;;
greenlandic pop;Pop;;;
south dakota indie;Pop;;;
musica occitana;Utility;;;
palestinian traditional;Utility;;;
mbira;Not_assignable;;;
finnish progressive rock;Rock;;;
slovak electronic;Dance Music, Techno and House;;;
german blues;Jazz;;;
underground boom bap;Rap and Hip-Hop;;;
polish folk metal;Heavy Metal;;;
moderne ludovky;Utility;;;
deep funk;R&B;;;
ukrainian post-punk;Rock;;;
deep progressive trance;Dance Music, Techno and House;;;
tzadik;Classical;;;
swiss black metal;Heavy Metal;;;
gospel soul;R&B ;;;
portuguese metal;Heavy Metal;;;
oberkrainer;Utility;;;
latvian indie;Pop;;;
post-punk mexicano;Rock;;;
swiss worship;Utility;;;
rwandan pop;Pop;;;
electronica cristiana;Dance Music, Techno and House;;;
concert band;Not_assignable;;;
marathi traditional;Utility;;;
italian death metal;Heavy Metal;;;
sinhala indie;Pop;;;
new york death metal;Heavy Metal;;;
musica mapuche;Folk;;;
emocore;Rock;;;
rautalanka;Rock;;;
malmo indie;Pop;;;
gotlandsk musik;Not_assignable;;;
thai instrumental;Utility;;;
psych gaze;Rock;;;
talentos brasileiros;Not_assignable;;;
xinyao;Utility;;;
contrabass;Not_assignable;;;
voidgrind;Heavy Metal;;;
pretty rhythm;Not_assignable;;;
libyan pop;Pop;;;
joropo;Latin American music;;;
brass ensemble;Utility;;;
naija old school;Rap and Hip-Hop;;;
uk diy punk;Rock;;;
old school nederhop;Rap and Hip-Hop;;;
hampton roads indie;Pop;;;
trash rock;Rock;;;
japanese techno;Dance Music, Techno and House;;;
prepared piano;Not_assignable;;;
street punk;Rock;;;
polish thrash metal;Heavy Metal;;;
uae indie;Pop;;;
greek black metal;Heavy Metal;;;
pashto pop;Pop;;;
traditional english folk;Folk;;;
irish classical;Classical;;;
norwegian death metal;Heavy Metal;;;
boston electronic;Dance Music, Techno and House;;;
australian death metal;Heavy Metal;;;
geek folk;Folk;;;
finnish worship;Utility;;;
musica antigua;Classical;;;
chinese electronic;Dance Music, Techno and House;;;
forro instrumental;Not_assignable;;;
polish hardcore;Not_assignable;;;
rap norteno chileno;Rap and Hip-Hop;;;
macedonian hip hop;Rap and Hip-Hop;;;
weightless;Dance Music, Techno and House;;;
bangalore indie;Pop;;;
sungura;Utility;;;
bass trip;Not_assignable;;;
dutch classical piano;Classical;;;
heavy gothic rock;Rock;;;
tijuana electronic;Dance Music, Techno and House;;;
arizona punk;Rock;;;
symphonic melodic death metal;Heavy Metal;;;
erotica;Not_assignable;;;
chill baile;Not_assignable;;;
musica indigena mexicana;Not_assignable;;;
springfield mo indie;Pop;;;
slovenian rock;Rock;;;
irish banjo;Not_assignable;;;
lagu aceh;Not_assignable;;;
swedish experimental;Not_assignable;;;
hard rock mexicano;Rock;;;
military band;Not_assignable;;;
yemeni pop;Pop;;;
caracas indie;Pop;;;
brazilian tech house;Dance Music, Techno and House;;;
hindi worship;Utility;;;
musica de intervencao;Not_assignable;;;
military cadence;Utility;;;
hypnosis;Not_assignable;;;
tribute;Not_assignable;;;
american oi;Rock;;;
classic moroccan pop;Pop;;;
japanese melodic punk;Rock;;;
new wave of osdm;Rock;;;
south african electronic;Dance Music, Techno and House;;;
ukrainian classical piano;Classical;;;
balfolk;Folk;;;
polish modern jazz;Jazz;;;
italian punk;Rock;;;
lithuanian indie;Pop;;;
southern china indie;Pop;;;
estonian electronic;Dance Music, Techno and House;;;
mexican tech house;Dance Music, Techno and House;;;
gambian pop;Pop;;;
breaks;Dance Music, Techno and House;;;
italian metalcore;Heavy Metal;;;
rap metalcore;Heavy Metal;;;
malagasy pop;Pop;;;
rock progressif francais;Rock;;;
portuguese folk;Folk;;;
forro manauara;Not_assignable;;;
balkan drill;Rap and Hip-Hop;;;
bisrock;Rock;;;
norwegian doom metal;Heavy Metal;;;
russian power metal;Heavy Metal;;;
scratch;Rap and Hip-Hop;;;
german death metal;Heavy Metal;;;
yakut pop;Pop;;;
czech electronic;Dance Music, Techno and House;;;
traditional bluegrass;Country;;;
washboard;Jazz;;;
indonesian emo rap;Rap and Hip-Hop;;;
barbershop;Utility;;;
classic afrobeat;R&B;;;
neo-crust;Rock;;;
a3;Not_assignable;;;
uk rockabilly;Rock;;;
indie cantabria;Pop;;;
norman ok indie;Pop;;;
oslo indie;Pop;;;
aarhus indie;Pop;;;
nordic shoegaze;Rock;;;
musica mocambicana;Utility;;;
orquesta tropical;Latin American music;;;
detski pesnichki;Not_assignable;;;
bangladeshi indie;Pop;;;
rock gotico;Rock;;;
reggae tico;Reggae;;;
canadian rockabilly;Rock;;;
adelaide indie;Pop;;;
romanian indie;Pop;;;
cascadian black metal;Heavy Metal;;;
musique touareg;Jazz;;;
argentine jazz;Jazz;;;
bosnian indie;Pop;;;
disney dansk;Not_assignable;;;
swiss jazz;Jazz;;;
remix product;Not_assignable;;;
finnish black metal;Heavy Metal;;;
go-go;R&B;;;
hawaiian indie;Pop;;;
brazilian blues;Jazz;;;
danish punk;Rock;;;
progressive technical death metal;Heavy Metal;;;
lagu iban;Not_assignable;;;
dutch musical;Not_assignable;;;
swiss techno;Dance Music, Techno and House;;;
zenonesque;Dance Music, Techno and House;;;
lustrum;Not_assignable;;;
musica pernambucana;Dance Music, Techno and House;;;
cambridge choir;Not_assignable;;;
coventry indie;Pop;;;
prog quebec;Rock;;;
baja indie;Pop;;;
mongolian hip hop;Rap and Hip-Hop;;;
australian classical;Classical;;;
rap tuga underground;Rap and Hip-Hop;;;
brazilian death metal;Heavy Metal;;;
progressive black metal;Heavy Metal;;;
new wave of speed metal;Heavy Metal;;;
canadian drill;Rap and Hip-Hop;;;
marimba mexicana;Latin American music;;;
musica sul-mato-grossense;Not_assignable;;;
progressive thrash;Heavy Metal;;;
blackened crust;Rock;;;
knoxville indie;Pop;;;
beninese pop;Pop;;;
naat;Utility;;;
italian post-rock;Rock;;;
gospel rap;Rap and Hip-Hop;;;
klezmer;Classical;;;
slovak folk;Folk;;;
makina;Dance Music, Techno and House;;;
darbuka;Not_assignable;;;
dunedin sound;Rock;;;
bmore;Rap and Hip-Hop;;;
west african jazz;Jazz;;;
tibetan mantra;Utility;;;
sinogaze;Rock;;;
jewish a capella;Not_assignable;;;
indie michoacano;Pop;;;
italogaze;Rock;;;
electronica venezuela;Dance Music, Techno and House;;;
pornogrind;Rock;;;
gnawa;Utility;;;
finnish metalcore;Heavy Metal;;;
outer hip hop;Rap and Hip-Hop;;;
yogyakarta indie;Pop;;;
klapa;Utility;;;
swedish rock-and-roll;Rock;;;
contemporary choir;Not_assignable;;;
russian hardcore;Not_assignable;;;
hi-tech;Dance Music, Techno and House;;;
disney norsk;Not_assignable;;;
indonesian deathcore;Heavy Metal;;;
carnatic instrumental;Utility;;;
jazz accordion;Jazz;;;
polish folk;Folk;;;
d-beat;Rock;;;
cymraeg;Rock;;;
szanty;Utility;;;
barnasogur;Not_assignable;;;
noisecore;Rock;;;
louisville underground;Not_assignable;;;
haitian dance;Utility;;;
kenyan alternative;Not_assignable;;;
uk beatdown;Rock;;;
african percussion;Not_assignable;;;
norwegian experimental;Not_assignable;;;
brasilia indie;Pop;;;
seattle metal;Heavy Metal;;;
bosnian electronic;Dance Music, Techno and House;;;
jalsat;Not_assignable;;;
polyphonies corses;Not_assignable;;;
throat singing;Utility;;;
indie fuzzpop;Pop;;;
german post-punk;Rock;;;
dessin anime;Not_assignable;;;
umea hardcore;Not_assignable;;;
finnish modern jazz;Jazz;;;
muzica usoara;Not_assignable;;;
death doom;Heavy Metal;;;
icelandic metal;Heavy Metal;;;
dutch black metal;Heavy Metal;;;
japanese progressive house;Dance Music, Techno and House;;;
electronicore;Heavy Metal;;;
hip hop galsen;Rap and Hip-Hop;;;
rock paraibano;Rock;;;
chilean metal;Heavy Metal;;;
german post-rock;Rock;;;
lounge house;Dance Music, Techno and House;;;
german renaissance;Classical;;;
louange;Utility;;;
murga;Latin American music;;;
franco-flemish school;Not_assignable;;;
musiikkia lapista;Not_assignable;;;
dainuojamoji poezija;Utility;;;
musique mariage algerien;Not_assignable;;;
dundee indie;Pop;;;
liechtenstein;Not_assignable;;;
nyc metal;Heavy Metal;;;
japanese death metal;Heavy Metal;;;
japanese post-punk;Rock;;;
taiwanese indigenous;Utility;;;
faroese rock;Rock;;;
spanish indie rock;Rock;;;
zcc;Utility;;;
chaotic black metal;Heavy Metal;;;
french oi;Rock;;;
fado antigo;Not_assignable;;;
duduk;Not_assignable;;;
ukhc;Not_assignable;;;
old school uk hip hop;Rap and Hip-Hop;;;
guam indie;Pop;;;
italian pop punk;Rock;;;
rock cearense;Rock;;;
dansk lovsang;Not_assignable;;;
nova musica maranhense;Not_assignable;;;
bal-musette;Classical;;;
drone ambient;Downtempo and Ambient;;;
canti alpini;Not_assignable;;;
screamocore;Rock;;;
harmonica jazz;Jazz;;;
rap gaucho;Rap and Hip-Hop;;;
classical saxophone;Classical;;;
indiana indie;Pop;;;
yorkshire folk;Folk;;;
belgian death metal;Heavy Metal;;;
basel indie;Pop;;;
erhu;Not_assignable;;;
mezmur;Not_assignable;;;
rap salvadoreno;Rap and Hip-Hop;;;
rap ecuatoriano;Rap and Hip-Hop;;;
pune indie;Pop;;;
indie canario;Pop;;;
psytech;Dance Music, Techno and House;;;
dutch experimental electronic;Dance Music, Techno and House;;;
gospel drill;Rap and Hip-Hop;;;
garhwali pop;Pop;;;
technical grindcore;Heavy Metal;;;
chapman stick;Not_assignable;;;
deep ambient;Downtempo and Ambient;;;
avant-garde black metal;Heavy Metal;;;
latvian rock;Rock;;;
french hardcore;Dance Music, Techno and House;;;
classical mandolin;Classical;;;
togolese pop;Pop;;;
birthday;Not_assignable;;;
limerick indie;Pop;;;
post-punk latinoamericano;Rock;;;
protest folk;Folk;;;
deep freestyle;Rap and Hip-Hop;;;
swansea indie;Pop;;;
syrian hip hop;Rap and Hip-Hop;;;
norwegian psychedelic;Rock;;;
christian deathcore;Heavy Metal;;;
estonian indie;Pop;;;
boy pop;Pop;;;
baroque ensemble;Classical;;;
psychedelic jazz fusion;Jazz;;;
bouyon;Utility;;;
ukrainian folk;Folk;;;
shakuhachi;Not_assignable;;;
industrial hardcore;Dance Music, Techno and House;;;
austrian orchestra;Classical;;;
indie campechano;Pop;;;
viet instrumental;Utility;;;
modular techno;Dance Music, Techno and House;;;
tamil indie;Pop;;;
oxford choir;Not_assignable;;;
portuguese indie rock;Rock;;;
irish techno;Dance Music, Techno and House;;;
rap sureno chileno;Rap and Hip-Hop;;;
honky-tonk piano;Country;;;
rap catarinense;Rap and Hip-Hop;;;
danish death metal;Heavy Metal;;;
dutch death metal;Heavy Metal;;;
comptine africaine;Not_assignable;;;
italian mandolin;Not_assignable;;;
college marching band;Not_assignable;;;
belgian contemporary classical;Classical;;;
chennai indie;Pop;;;
musique mandingue;Utility;;;
