genres;main_genre;;;
peruvian hip hop;Rap and Hip-Hop;;;
ambeat;Jazz;;;
contemporary classical;Classical;;;
circuit;Not_assignable;;;
norwegian singer-songwriter;Not_assignable;;;
instrumental post-rock;Rock;;;
fingerstyle;Not_assignable;;;
rap boricua;Rap and Hip-Hop;;;
uk tech house;Dance Music, Techno and House;;;
modern jazz piano;Jazz;;;
turkce kadin rap;Rap and Hip-Hop;;;
dutch drill;Rap and Hip-Hop;;;
pittsburgh indie;Pop;;;
high-tech minimal;Dance Music, Techno and House;;;
classic venezuelan pop;Pop;;;
kolsche karneval;Not_assignable;;;
bandinhas;Not_assignable;;;
carnaval cadiz;Latin American music;;;
estonian hip hop;Rap and Hip-Hop;;;
italian tenor;Classical;;;
russian viral pop;Pop;;;
shred;Rock;;;
balkan hip hop;Rap and Hip-Hop;;;
classic dubstep;Dance Music, Techno and House;;;
classical performance;Classical;;;
hardcore;Not_assignable;;;
post-metal;Heavy Metal;;;
emo mexicano;Rock;;;
nz hip hop;Rap and Hip-Hop;;;
arab electronic;Dance Music, Techno and House;;;
gbvfi;Not_assignable;;;
samba paulista;Latin American music;;;
surf music;Rock;;;
argentine heavy metal;Heavy Metal;;;
russian reggae;Reggae;;;
korean city pop;Pop;;;
relaxative;Lo-Fi;;;
trance brasileiro;Dance Music, Techno and House;;;
finnish melodeath;Heavy Metal;;;
israeli hip hop;Rap and Hip-Hop;;;
popwave;Pop;;;
diy emo;Rock;;;
norwegian metal;Heavy Metal;;;
kindie rock;Rock;;;
viral trap;Rap and Hip-Hop;;;
norwegian country;Country;;;
brit funk;R&B;;;
icelandic experimental;Not_assignable;;;
indian folk;Folk;;;
polish indie;Pop;;;
italian reggae;Reggae;;;
dark disco;Dance Music, Techno and House;;;
groove gospel;Utility;;;
rock baiano;Rock;;;
reggae cover;Reggae;;;
avant-garde jazz;Jazz;;;
japanese new wave;Rock;;;
new jersey punk;Rock;;;
zouk riddim;Reggae;;;
concepcion indie;Pop;;;
oldschool deutschrap;Rap and Hip-Hop;;;
early avant garde;Classical;;;
latincore;Latin American music;;;
rap catala;Rap and Hip-Hop;;;
punk rock mexicano;Rock;;;
lo-fi brasileiro;Lo-Fi;;;
fado;Utility;;;
flute rock;Rock;;;
canadian old school hip hop;Rap and Hip-Hop;;;
synthesizer;Not_assignable;;;
papuri;Not_assignable;;;
old-time;Folk;;;
zouk;Utility;;;
slovak pop;Pop;;;
strut;Not_assignable;;;
dong-yo;Not_assignable;;;
south african hip hop;Rap and Hip-Hop;;;
perth indie;Pop;;;
chinese hip hop;Rap and Hip-Hop;;;
indie liguria;Pop;;;
japanese dance pop;Pop;;;
rap feminino nacional;Rap and Hip-Hop;;;
russian chanson;Pop;;;
gospel antigas;Utility;;;
qawwali;Utility;;;
finnish alternative rock;Rock;;;
swiss hip hop;Rap and Hip-Hop;;;
austin americana;Not_assignable;;;
nightcore;Dance Music, Techno and House;;;
german oi;Rock;;;
german indie folk;Folk;;;
dakke dak;Not_assignable;;;
australian indie rock;Rock;;;
turkish soundtrack;Not_assignable;;;
san diego rap;Rap and Hip-Hop;;;
experimental ambient;Downtempo and Ambient;;;
kawaii metal;Heavy Metal;;;
dark rock;Rock;;;
japanese post-hardcore;Rock;;;
rap antillais;Rap and Hip-Hop;;;
progressive uplifting trance;Dance Music, Techno and House;;;
entehno;Utility;;;
christian punk;Rock;;;
french metal;Heavy Metal;;;
musica per bambini;Not_assignable;;;
south african pop dance;Dance Music, Techno and House;;;
rap nacional antigo;Rap and Hip-Hop;;;
indie rockism;Rock;;;
english baroque;Classical;;;
hip-hop experimental;Rap and Hip-Hop;;;
swedish garage rock;Rock;;;
albuquerque indie;Pop;;;
sholawat;Utility;;;
sovietwave;Dance Music, Techno and House;;;
dark jazz;Jazz;;;
thai trap;Rap and Hip-Hop;;;
israeli singer-songwriter;Not_assignable;;;
flamenco fusion;Jazz;;;
boston folk;Folk;;;
psychedelic pop;Pop;;;
emo trap en espanol;Rap and Hip-Hop;;;
deep minimal techno;Dance Music, Techno and House;;;
halloween;Not_assignable;;;
vgm remix;Not_assignable;;;
instrumental soul;R&B;;;
brazilian emo;Rock;;;
rock catala;Rock;;;
bhajan;Utility;;;
nuevo folklore mexicano;Utility;;;
cancion infantil mexicana;Not_assignable;;;
alberta country;Country;;;
space age pop;Pop;;;
k-rock;Rock;;;
russian indie rock;Rock;;;
indonesian reggae;Reggae;;;
hololive;Not_assignable;;;
finnish death metal;Heavy Metal;;;
nasheed;Utility;;;
indie dream pop;Pop;;;
chinese drama ost;Utility;;;
acoustic guitar cover;Not_assignable;;;
uk experimental electronic;Dance Music, Techno and House;;;
reggae cristao;Reggae;;;
symphonic deathcore;Heavy Metal;;;
yodeling;Utility;;;
jamgrass;Utility;;;
reggae gaucho;Reggae;;;
retro metal;Heavy Metal;;;
brazilian house;Dance Music, Techno and House;;;
australian indigenous;Utility;;;
french opera;Classical;;;
vbs;Not_assignable;;;
honky tonk;Country;;;
romanian rap;Rap and Hip-Hop;;;
deep norteno;Not_assignable;;;
rap romantico;Rap and Hip-Hop;;;
kids dance party;Not_assignable;;;
psicodelia brasileira;Rock;;;
scottish indie rock;Rock;;;
mande pop;Pop;;;
canadian classical;Classical;;;
classic kollywood;Utility;;;
brazilian soul;R&B;;;
belo horizonte indie;Pop;;;
garage pop;Pop;;;
chilean hardcore;Not_assignable;;;
bandung indie;Pop;;;
classic hungarian pop;Pop;;;
sudanese pop;Pop;;;
outsider house;Dance Music, Techno and House;;;
deep tech house;Dance Music, Techno and House;;;
techno kayo;Dance Music, Techno and House;;;
melanesian pop;Pop;;;
polish alternative rock;Rock;;;
birmingham hip hop;Rap and Hip-Hop;;;
czech pop rock;Rock;;;
new orleans blues;Jazz;;;
military rap;Rap and Hip-Hop;;;
progressive sludge;Rock;;;
tango;Latin American music;;;
chanson virale;Pop;;;
delta blues;Jazz;;;
boston punk;Rock;;;
pirate;Not_assignable;;;
chaotic hardcore;Rock;;;
christelijk;Utility;;;
comedy rock;Rock;;;
classic j-rock;Rock;;;
west end;Not_assignable;;;
oktoberfest;Not_assignable;;;
voetbal;Not_assignable;;;
rap uruguayo;Rap and Hip-Hop;;;
hyperpop en espanol;Pop;;;
pinoy pop punk;Rock;;;
british power metal;Heavy Metal;;;
cumbia lagunera;Latin American music;;;
belarusian pop;Pop;;;
persian hip hop;Rap and Hip-Hop;;;
futuristic swag;Not_assignable;;;
christian uplift;Utility;;;
moldovan pop;Pop;;;
hyperpop francais;Pop;;;
ukrainian indie;Pop;;;
futurepop;Pop;;;
trap catala;Rap and Hip-Hop;;;
russian ska;Reggae;;;
cumbia colombiana regia;Latin American music;;;
norske viser;Not_assignable;;;
manchester indie;Pop;;;
vietnamese singer-songwriter;Not_assignable;;;
ballet class;Classical;;;
cologne indie;Pop;;;
brisbane indie;Pop;;;
tololoche;Not_assignable;;;
slovak hip hop;Rap and Hip-Hop;;;
vintage chinese pop;Pop;;;
north carolina indie;Pop;;;
ukrainian classical;Classical;;;
classic czech pop;Pop;;;
korean old school hip hop;Rap and Hip-Hop;;;
jazz quartet;Jazz;;;
musica canaria;Utility;;;
dutch r&b;R&B;;;
rock quebecois;Rock;;;
shonen;Not_assignable;;;
symphonic black metal;Heavy Metal;;;
modern indie folk;Folk;;;
swiss rock;Rock;;;
alternative roots rock;Rock;;;
dangdut remix;Utility;;;
pony;Not_assignable;;;
men chika;Not_assignable;;;
acid house;Dance Music, Techno and House;;;
canadian celtic;Folk;;;
psychill;Dance Music, Techno and House;;;
vintage french electronic;Dance Music, Techno and House;;;
ballroom;Not_assignable;;;
san marcos tx indie;Pop;;;
vlaamse kinderliedje;Not_assignable;;;
eurobeat;Dance Music, Techno and House;;;
drift;Not_assignable;;;
appalachian folk;Folk;;;
k-pop reality show;Pop;;;
canadian post-hardcore;Rock;;;
oi;Rock;;;
boston metal;Heavy Metal;;;
rock alternativo espanol;Rock;;;
sevdah;Utility;;;
melbourne indie;Pop;;;
british jazz;Jazz;;;
icelandic singer-songwriter;Not_assignable;;;
mundart;Not_assignable;;;
polish punk;Rock;;;
riddim;Reggae;;;
french folk pop;Pop;;;
african rock;Rock;;;
skansk musik;Not_assignable;;;
suomirap;Rap and Hip-Hop;;;
deep talent show;Not_assignable;;;
musical advocacy;Not_assignable;;;
roda de samba;Latin American music;;;
yaoi;Not_assignable;;;
slamming deathcore;Heavy Metal;;;
pinoy singer-songwriter;Not_assignable;;;
5th wave emo;Rock;;;
american modern classical;Classical;;;
jazz house;Jazz;;;
salsa choke;Latin American music;;;
nantes indie;Pop;;;
freakbeat;Rock;;;
finnish edm;Dance Music, Techno and House;;;
melodic groove metal;Heavy Metal;;;
deathstep;Dance Music, Techno and House;;;
canadian children's music;Not_assignable;;;
rap cristao;Rap and Hip-Hop;;;
indie extremena;Pop;;;
choral;Not_assignable;;;
balkan beats;World;;;
san diego indie;Pop;;;
louisville indie;Pop;;;
virginia metal;Heavy Metal;;;
glitchbreak;Dance Music, Techno and House;;;
lithuanian pop;Pop;;;
enka;Utility;;;
classic persian pop;Pop;;;
trap metal italiana;Heavy Metal;;;
south carolina indie;Pop;;;
oc indie;Pop;;;
chinese electropop;Pop;;;
drill and bass;Dance Music, Techno and House;;;
messianic praise;Utility;;;
psychobilly;Rock;;;
straight edge;Rock;;;
psychedelic folk;Folk;;;
danish alternative rock;Rock;;;
french movie tunes;Not_assignable;;;
polish reggae;Reggae;;;
baglama;World;;;
atlanta indie;Pop;;;
dark cabaret;Rock;;;
magyar trap;Rap and Hip-Hop;;;
cumbia andina mexicana;Latin American music;;;
brazilian boogie;Jazz;;;
brazilian metal;Heavy Metal;;;
kingston on indie;Pop;;;
novelty;Not_assignable;;;
german ska;Reggae;;;
classic praise;Utility;;;
witch house;Dance Music, Techno and House;;;
australian post-hardcore;Rock;;;
neurofunk;R&B;;;
japanese jazz;Jazz;;;
oshare kei;Not_assignable;;;
ambient house;Dance Music, Techno and House;;;
timba;Latin American music;;;
spanish synthpop;Pop;;;
swedish metalcore;Heavy Metal;;;
children's choir;Not_assignable;;;
french psychedelic;Rock;;;
orchestra;Classical;;;
collage pop;Pop;;;
fluxwork;Not_assignable;;;
british children's music;Not_assignable;;;
crossover thrash;Heavy Metal;;;
indonesian idol pop;Pop;;;
deep southern trap;Rap and Hip-Hop;;;
trova mexicana;Not_assignable;;;
italian techno;Dance Music, Techno and House;;;
jazz rock;Rock;;;
swedish progressive metal;Heavy Metal;;;
venezuelan indie;Pop;;;
american contemporary classical;Classical;;;
vermont indie;Pop;;;
atmospheric black metal;Heavy Metal;;;
chopped and screwed;Rap and Hip-Hop;;;
japanese indie rock;Rock;;;
atlanta bass;Dance Music, Techno and House;;;
german worship;Utility;;;
pagan black metal;Heavy Metal;;;
bongo flava;Rap and Hip-Hop;;;
belgian singer-songwriter;Not_assignable;;;
tempe indie;Pop;;;
math rock;Rock;;;
norwegian black metal;Heavy Metal;;;
classical piano;Classical;;;
ontario indie;Pop;;;
german punk rock;Rock;;;
nashville americana;Not_assignable;;;
african gospel;Utility;;;
aggrotech;Dance Music, Techno and House;;;
melodic deathcore;Heavy Metal;;;
latin soundtrack;Not_assignable;;;
harmonica blues;Jazz;;;
tolkien metal;Heavy Metal;;;
nepali pop;Pop;;;
thai idol;Not_assignable;;;
praise;Utility;;;
west coast reggae;Reggae;;;
ritmo kombina;Utility;;;
traditional folk;Folk;;;
southern gospel;Utility;;;
cante flamenco;Latin American music;;;
french death metal;Heavy Metal;;;
french indie folk;Folk;;;
super eurobeat;Dance Music, Techno and House;;;
balkan trap;Rap and Hip-Hop;;;
reggae catala;Reggae;;;
forro tradicional;Utility;;;
classic french pop;Pop;;;
cumbia uruguaya;Latin American music;;;
folklore ecuatoriano;Utility;;;
classic greek pop;Pop;;;
png pop;Pop;;;
xtra raw;Dance Music, Techno and House;;;
p funk;R&B;;;
korean indie rock;Rock;;;
american post-rock;Rock;;;
french techno;Dance Music, Techno and House;;;
trap tuga;Rap and Hip-Hop;;;
arab alternative;Not_assignable;;;
j-ambient;Downtempo and Ambient;;;
bouncy house;Dance Music, Techno and House;;;
us power metal;Heavy Metal;;;
musica llanera;Latin American music;;;
dabke;Utility;;;
gaian doom;Heavy Metal;;;
abstract beats;Rap and Hip-Hop;;;
malay rap;Rap and Hip-Hop;;;
kleinkunst;Not_assignable;;;
russian modern classical;Classical;;;
dutch singer-songwriter;Not_assignable;;;
leipzig electronic;Dance Music, Techno and House;;;
korean singer-songwriter;Not_assignable;;;
hard motivation;Not_assignable;;;
kundalini;Utility;;;
quran;Utility;;;
smutny rap;Rap and Hip-Hop;;;
azeri rap;Rap and Hip-Hop;;;
indian classical;Utility;;;
chalga;Utility;;;
choro;Latin American music;;;
portuguese rock;Rock;;;
instrumental bluegrass;Country;;;
flint hip hop;Rap and Hip-Hop;;;
cuban alternative;Not_assignable;;;
popgaze;Rock;;;
mod revival;Rock;;;
american metalcore;Heavy Metal;;;
microtonal;Not_assignable;;;
german jazz rap;Rap and Hip-Hop;;;
greek indie;Pop;;;
jamtronica;Dance Music, Techno and House;;;
grungegaze;Rock;;;
ukrainian hip hop;Rap and Hip-Hop;;;
jacksonville indie;Pop;;;
raw techno;Dance Music, Techno and House;;;
twee pop;Pop;;;
dub techno;Dance Music, Techno and House;;;
memphis blues;Jazz;;;
afghan rap;Rap and Hip-Hop;;;
j-punk;Rock;;;
vintage schlager;Not_assignable;;;
nueva ola chilena;Rock;;;
vietnamese pop;Pop;;;
thai folk rock;Rock;;;
power-pop punk;Rock;;;
malian blues;Jazz;;;
tallava;Folk;;;
khaleeji iraqi;Utility;;;
alaska indie;Pop;;;
chanson paillarde;Pop;;;
blackened deathcore;Heavy Metal;;;
touhou;Not_assignable;;;
voidgaze;Heavy Metal;;;
trap peruano;Rap and Hip-Hop;;;
rochester mn indie;Pop;;;
reading indie;Pop;;;
musica juiz-forana;Utility;;;
copla;Utility;;;
post-post-hardcore;Rock;;;
brega;Latin American music;;;
finnish indie;Pop;;;
slovak rock;Rock;;;
ocean;Not_assignable;;;
anime latino;Latin American music;;;
emo trap italiana;Rap and Hip-Hop;;;
manila sound;Rock;;;
kurdish hip hop;Rap and Hip-Hop;;;
huapango;Latin American music;;;
mashup;Not_assignable;;;
bozlak;Utility;;;
neo-trad metal;Heavy Metal;;;
scottish electronic;Dance Music, Techno and House;;;
grime brasileiro;Dance Music, Techno and House;;;
progressive trance house;Dance Music, Techno and House;;;
early synthpop;Pop;;;
prog metal;Heavy Metal;;;
canadian metalcore;Heavy Metal;;;
hokkaido indie;Pop;;;
cumbia salvadorena;Latin American music;;;
italian metal;Heavy Metal;;;
poezja spiewana;Utility;;;
montreal indie;Pop;;;
shaabi;Utility;;;
channel islands indie;Pop;;;
boogaloo;Rock;;;
dutch americana;Not_assignable;;;
uk post-hardcore;Rock;;;
american shoegaze;Rock;;;
avant-garde;Classical;;;
workout product;Not_assignable;;;
finnish trap;Rap and Hip-Hop;;;
new tribe;Dance Music, Techno and House;;;
melodic hard rock;Rock;;;
arkansas hip hop;Rap and Hip-Hop;;;
french tech house;Dance Music, Techno and House;;;
instrumental acoustic guitar;Not_assignable;;;
estonian pop;Pop;;;
folclore santiagueno;Utility;;;
fremantle indie;Pop;;;
motivation;Not_assignable;;;
new orleans funk;R&B;;;
musica alagoana;Not_assignable;;;
braindance;Dance Music, Techno and House;;;
electronic djent;Heavy Metal;;;
oceania soundtrack;Not_assignable;;;
uk worship;Utility;;;
drumfunk;R&B;;;
argentine metal;Heavy Metal;;;
neo-traditional bluegrass;Country;;;
japanese metalcore;Heavy Metal;;;
musica popular paraense;Not_assignable;;;
deep comedy;Not_assignable;;;
queercore;Rock;;;
olympia wa indie;Pop;;;
modern uplift;Dance Music, Techno and House;;;
jump blues;Jazz;;;
nordic folk metal;Heavy Metal;;;
j-reggae;Reggae;;;
deep adult standards;Pop;;;
lds;Not_assignable;;;
schweizer rap;Rap and Hip-Hop;;;
downtempo bass;Dance Music, Techno and House;;;
hong kong hip hop;Rap and Hip-Hop;;;
thai folk pop;Pop;;;
cuban rumba;Latin American music;;;
chanson quebecois;Pop;;;
dream trance;Dance Music, Techno and House;;;
modern jazz trio;Jazz;;;
assamese pop;Pop;;;
charlottesville indie;Pop;;;
classic tollywood;Utility;;;
folklore surero;Utility;;;
cowpunk;Rock;;;
swedish punk;Rock;;;
dalarna indie;Pop;;;
bluegrass gospel;Jazz;;;
musica popular mineira;Latin American music;;;
rap regio;Rap and Hip-Hop;;;
turkish modern jazz;Jazz;;;
rap maromba;Rap and Hip-Hop;;;
jazz metal;Heavy Metal;;;
japanese piano;Classical;;;
paisley underground;Rock;;;
experimental vocal;Not_assignable;;;
karneval;Not_assignable;;;
pinoy alternative rap;Rap and Hip-Hop;;;
deep rai;Utility;;;
orlando indie;Pop;;;
hong kong indie;Pop;;;
socal indie;Pop;;;
musica potosina;Folk;;;
gaita zuliana;Folk;;;
krautrock;Rock;;;
substep;Dance Music, Techno and House;;;
swedish electronic;Dance Music, Techno and House;;;
8d;Not_assignable;;;
native american contemporary;Utility;;;
western americana;Not_assignable;;;
rap underground argentino;Rap and Hip-Hop;;;
musica andina chilena;Utility;;;
auteur-compositeur-interprete quebecois;Not_assignable;;;
japanese indie pop;Pop;;;
norwegian jazz;Jazz;;;
dc hardcore;Rock;;;
ska jazz;Jazz;;;
buffalo ny metal;Heavy Metal;;;
salsa cubana;Latin American music;;;
victoria bc indie;Pop;;;
oriental metal;Heavy Metal;;;
french worship;Utility;;;
cape town indie;Pop;;;
sung poetry;Not_assignable;;;
arab folk;Folk;;;
cambridgeshire indie;Pop;;;
scottish metal;Heavy Metal;;;
dutch indie rock;Rock;;;
nordic folk;Folk;;;
korean mask singer;Not_assignable;;;
canadian modern jazz;Jazz;;;
virgin islands reggae;Reggae;;;
nova musica carioca;R&B;;;
uk post-punk revival;Rock;;;
british modern classical;Classical;;;
new england emo;Rock;;;
fidget house;Dance Music, Techno and House;;;
pop minang;Pop;;;
melodic power metal;Heavy Metal;;;
dayton indie;Pop;;;
wyoming roots;Not_assignable;;;
japanese jazztronica;Jazz;;;
kc indie;Pop;;;
israeli indie;Pop;;;
folkmusik;Folk;;;
classic portuguese pop;Pop;;;
musica maranhense;Utility;;;
glasgow indie;Pop;;;
beach house;Dance Music, Techno and House;;;
danish electropop;Pop;;;
irish indie;Pop;;;
korean electropop;Pop;;;
icelandic folk;Folk;;;
instrumental math rock;Rock;;;
thrash core;Rock;;;
california hardcore;Not_assignable;;;
deathrash;Heavy Metal;;;
african-american classical;Classical;;;
canto popular uruguayo;Utility;;;
dutch trap;Rap and Hip-Hop;;;
cedm;Dance Music, Techno and House;;;
nu skool breaks;Dance Music, Techno and House;;;
indian fusion;Jazz;;;
space ambient;Downtempo and Ambient;;;
baltimore hip hop;Rap and Hip-Hop;;;
huayno;Utility;;;
musica cristiana guatemalteca;Folk;;;
classic k-pop;Pop;;;
azeri traditional;Utility;;;
speed garage;Dance Music, Techno and House;;;
peruvian indie;Pop;;;
underground power pop;Pop;;;
norwegian classical;Classical;;;
japanese chill rap;Rap and Hip-Hop;;;
cocuk sarkilari;Not_assignable;;;
swiss metal;Heavy Metal;;;
australian americana;Not_assignable;;;
elephant 6;Not_assignable;;;
latin house;Dance Music, Techno and House;;;
tone;Reggae;;;
italian jazz;Jazz;;;
cha-cha-cha;Not_assignable;;;
no wave;Rock;;;
progressive death metal;Heavy Metal;;;
taiwan idol pop;Pop;;;
new isolationism;Not_assignable;;;
deep latin alternative;Latin American music;;;
latin tech house;Dance Music, Techno and House;;;
russian synthpop;Pop;;;
slovak punk;Rock;;;
dark electro;Industrial and Gothic;;;
euskal rock;Rock;;;
gothenburg hip hop;Rap and Hip-Hop;;;
syrian pop;Pop;;;
rosary;Utility;;;
bosnian pop;Pop;;;
russian metalcore;Heavy Metal;;;
calypso;Latin American music;;;
turkish metal;Heavy Metal;;;
polish metal;Heavy Metal;;;
murcia indie;Pop;;;
emo punk;Rock;;;
cumbia ecuatoriana;Latin American music;;;
lagu timur;Not_assignable;;;
sinhala pop;Pop;;;
clean comedy;Not_assignable;;;
queer country;Country;;;
japanese power metal;Heavy Metal;;;
horror synth;Dance Music, Techno and House;;;
rhythm game;Not_assignable;;;
nuevo folklore argentino;Utility;;;
samba-enredo;Latin American music;;;
nyhc;Rock;;;
avant-garde metal;Heavy Metal;;;
czech classical;Utility;;;
neo-traditional country;Country;;;
christmas product;Utility;;;
brass band;Not_assignable;;;
balearic;Utility;;;
flamenco guitar;Latin American music;;;
jazz mexicano;Jazz;;;
egyptian alternative;Not_assignable;;;
drone metal;Heavy Metal;;;
rap siciliano;Rap and Hip-Hop;;;
minimal dub;Dance Music, Techno and House;;;
proto-techno;Dance Music, Techno and House;;;
greek underground rap;Rap and Hip-Hop;;;
christian hardcore;Rock;;;
deep dubstep;Dance Music, Techno and House;;;
german heavy metal;Heavy Metal;;;
adventista;Not_assignable;;;
mahraganat;Dance Music, Techno and House;;;
blackgaze;Heavy Metal;;;
vlaamse rap;Rap and Hip-Hop;;;
new england americana;Not_assignable;;;
musica criolla;Utility;;;
deutsch disney;Not_assignable;;;
experimental bass;Not_assignable;;;
tanzanian pop;Pop;;;
zespol dzieciecy;Not_assignable;;;
c86;Not_assignable;;;
afrobeat brasileiro;R&B;;;
thai folk;Folk;;;
indian rock;Rock;;;
nz indie;Pop;;;
latin ska;Reggae;;;
nz electronic;Dance Music, Techno and House;;;
islamic recitation;Utility;;;
shimmer psych;Rock;;;
african reggae;Reggae;;;
shatta;Dance Music, Techno and House;;;
norwegian folk rock;Rock;;;
funk mexicano;R&B;;;
indie curitibano;Pop;;;
streektaal;Utility;;;
vienna indie;Pop;;;
electric bass;Dance Music, Techno and House;;;
brazilian classical;Classical;;;
pinoy idol pop;Pop;;;
brazilian punk rock;Rock;;;
honeyworks;Not_assignable;;;
tatar pop;Pop;;;
nz singer-songwriter;Not_assignable;;;
canadian house;Dance Music, Techno and House;;;
classic bhangra;Utility;;;
denton tx indie;Pop;;;
bayerischer rap;Rap and Hip-Hop;;;
turkish punk;Rock;;;
marathi pop;Pop;;;
jazz trombone;Jazz;;;
funk melody;R&B;;;
welsh indie;Pop;;;
frankfurt electronic;Dance Music, Techno and House;;;
reunion pop;Pop;;;
horrorcore;Rap and Hip-Hop;;;
rock piauiense;Rock;;;
eugene indie;Pop;;;
sertanejo gospel;Utility;;;
omaha indie;Pop;;;
classic bangla pop;Pop;;;
instrumental djent;Heavy Metal;;;
belarusian rock;Rock;;;
gypsy punk;Rock;;;
german post-hardcore;Rock;;;
arabic jazz;Jazz;;;
deep christian rock;Rock;;;
south african gospel;Utility;;;
florida death metal;Heavy Metal;;;
czech punk;Rock;;;
nordnorsk musikk;Utility;;;
canzone genovese;Not_assignable;;;
bornesange;Not_assignable;;;
chicago pop punk;Rock;;;
rap criolo;Rap and Hip-Hop;;;
hauntology;Not_assignable;;;
german country;Country;;;
cover acustico;Not_assignable;;;
japanese folk;Folk;;;
bolero cubano;Latin American music;;;
balkan brass;Utility;;;
desert blues;Jazz;;;
latvian pop;Pop;;;
indie psych-pop;Pop;;;
turkce remix;Not_assignable;;;
kodomo no ongaku;Not_assignable;;;
italian progressive rock;Rock;;;
argentine ambient;Downtempo and Ambient;;;
oulu metal;Heavy Metal;;;
sevillanas;Utility;;;
exotica;Jazz;;;
deep melodic metalcore;Heavy Metal;;;
deep techno;Dance Music, Techno and House;;;
spacewave;Rock;;;
israeli trap;Rap and Hip-Hop;;;
hip hop cubano;Rap and Hip-Hop;;;
japanese post-rock;Rock;;;
batak;Utility;;;
croatian rock;Rock;;;
norwegian trap;Rap and Hip-Hop;;;
finnish hard rock;Rock;;;
nasyid;Utility;;;
swedish heavy metal;Heavy Metal;;;
electro dub;Dance Music, Techno and House;;;
rogaland musikk;Utility;;;
japanese shoegaze;Rock;;;
tipico;Utility;;;
dusseldorf electronic;Dance Music, Techno and House;;;
old school dancehall;Reggae;;;
folklore boliviano;Utility;;;
coral gospel;Utility;;;
korean dream pop;Pop;;;
vancouver metal;Heavy Metal;;;
nerdcore;Rap and Hip-Hop;;;
musica angolana;Utility;;;
hardvapour;Dance Music, Techno and House;;;
polish post-punk;Rock;;;
vancouver punk;Rock;;;
munich indie;Pop;;;
tin pan alley;Not_assignable;;;
london indie;Pop;;;
dutch dnb;Dance Music, Techno and House;;;
seinen;Not_assignable;;;
svensk progg;Rock;;;
irish metal;Heavy Metal;;;
thai teen pop;Pop;;;
makossa;Utility;;;
south african trap;Rap and Hip-Hop;;;
rap ivoire;Rap and Hip-Hop;;;
turin indie;Pop;;;
danish jazz;Jazz;;;
folclore tucumano;Utility;;;
musica gaucha;Latin American music;;;
experimental classical;Classical;;;
british contemporary classical;Classical;;;
chinese minyao;Utility;;;
scottish techno;Dance Music, Techno and House;;;
musica nicaraguense;Utility;;;
ambient post-rock;Rock;;;
swedish doom metal;Heavy Metal;;;
bard;Rock;;;
trinibad;Not_assignable;;;
irish pub song;Folk;;;
classical guitar;Not_assignable;;;
rap italiano old school;Rap and Hip-Hop;;;
midwest americana;Not_assignable;;;
kawaii edm;Dance Music, Techno and House;;;
neue volksmusik;Utility;;;
psychokore;Rap and Hip-Hop;;;
bounce;Rap and Hip-Hop;;;
british orchestra;Classical;;;
scottish folk;Folk;;;
highlife;Pop;;;
folklore peruano;Utility;;;
japanese math rock;Rock;;;
nova canco;Utility;;;
mestissatge;Not_assignable;;;
malayalam pop;Pop;;;
love live;Not_assignable;;;
philly drill;Rap and Hip-Hop;;;
deathgrind;Heavy Metal;;;
trondersk musikk;Utility;;;
merengue tipico;Utility;;;
garage house;Dance Music, Techno and House;;;
sasscore;Rock;;;
novo rock gaucho;Rock;;;
jumpstyle;Dance Music, Techno and House;;;
bristol electronic;Dance Music, Techno and House;;;
musica sarda;Not_assignable;;;
classic icelandic pop;Pop;;;
musik anak-anak;Not_assignable;;;
malaysian hip hop;Rap and Hip-Hop;;;
thai worship;Utility;;;
outsider;Not_assignable;;;
spiritual hip hop;Rap and Hip-Hop;;;
ghent indie;Pop;;;
accordion;Not_assignable;;;
piedmont blues;Jazz;;;
granada indie;Pop;;;
russian pop punk;Rock;;;
kent indie;Pop;;;
cuatro venezolano;Utility;;;
musique guadeloupe;Utility;;;
black comedy;Not_assignable;;;
piratenmuziek;Not_assignable;;;
duluth indie;Pop;;;
ukrainian electronic;Dance Music, Techno and House;;;
guitarra mexicana;Latin American music;;;
synth punk;Rock;;;
country quebecois;Country;;;
nl folk;Folk;;;
aussie emo;Rock;;;
indy indie;Pop;;;
puerto rican folk;Folk;;;
swamp pop;Pop;;;
bangla pop;Pop;;;
dutch prog;Rock;;;
vintage tango;Latin American music;;;
dungeon synth;Downtempo and Ambient;;;
irish electronic;Dance Music, Techno and House;;;
vintage swedish pop;Pop;;;
hammond organ;Not_assignable;;;
gregorian chant;Utility;;;
austrian hip hop;Rap and Hip-Hop;;;
kompa;Utility;;;
polish electronica;Dance Music, Techno and House;;;
atmospheric dnb;Dance Music, Techno and House;;;
southern soul blues;Jazz;;;
bleep techno;Dance Music, Techno and House;;;
morna;Classical;;;
hong kong rock;Rock;;;
french dub;Dance Music, Techno and House;;;
dutch tech house;Dance Music, Techno and House;;;
doomgaze;Heavy Metal;;;
new beat;Dance Music, Techno and House;;;
metal guitar;Heavy Metal;;;
belgian techno;Dance Music, Techno and House;;;
rumba congolaise;Latin American music;;;
azeri pop;Pop;;;
corridos cristianos;Utility;;;
folclor colombiano;Utility;;;
folklore paraguayo;Utility;;;
hungarian folk;Folk;;;
rumba catalana;Latin American music;;;
german boom bap;Rap and Hip-Hop;;;
thai pop rap;Rap and Hip-Hop;;;
nordic post-rock;Rock;;;
